%   id          weight              x 
     1   0.05252096576  -0.9754701744 
     2     0.102548847  -0.8749267624 
     3    0.1124891396  -0.6927575579 
     4    0.1359131132  -0.4468513631 
     5    0.1076681982  -0.1578937747 
     6    0.1375003592   0.1541526084 
     7    0.1231504704   0.4295521548 
     8   0.09396886093   0.6824080615 
     9   0.08476824205   0.8778703907 
    10   0.04947180378   0.9760860145 
